Systematic_name	Common_name	GCF_000146045.2_R64_genomic_ID	SGD_ID
YER020W	GPA2	ID=cds1516	SGD:S000000822
YER021W	RPN3	ID=cds1517	SGD:S000000823
YER022W	SRB4	ID=cds1518	SGD:S000000824
YER023W	PRO3	ID=cds1519	SGD:S000000825
YER024W	YAT2	ID=cds1520	SGD:S000000826
YER025W	GCD11	ID=cds1521	SGD:S000000827
YER026C	CHO1	ID=cds1522	SGD:S000000828
YER027C	GAL83	ID=cds1523	SGD:S000000829
YER028C	MIG3	ID=cds1524	SGD:S000000830
YER029C	SMB1	ID=cds1525	SGD:S000000831
YER030W	CHZ1	ID=cds1526	SGD:S000000832
YER031C	YPT31	ID=cds1527	SGD:S000000833
YER032W	FIR1	ID=cds1528	SGD:S000000834
YER033C	ZRG8	ID=cds1529	SGD:S000000835
YER034W	NA	ID=cds1530	SGD:S000000836
YER035W	EDC2	ID=cds1531	SGD:S000000837
YER036C	ARB1	ID=cds1532	SGD:S000000838
YER037W	PHM8	ID=cds1533	SGD:S000000839
YER038C	KRE29	ID=cds1534	SGD:S000000840
YER038W-A	FMP49	ID=cds1535	SGD:S000028746
YER039C	HVG1	ID=cds1536	SGD:S000000841
YER039C-A	NA	ID=cds1537	SGD:S000007226
YER040W	GLN3	ID=cds1538	SGD:S000000842
YER041W	YEN1	ID=cds1539	SGD:S000000843
YER042W	MXR1	ID=cds1540	SGD:S000000844
YER043C	SAH1	ID=cds1541	SGD:S000000845
YER044C	ERG28	ID=cds1542	SGD:S000000846
YER044C-A	MEI4	ID=cds1543	SGD:S000001954
YER045C	ACA1	ID=cds1544	SGD:S000000847
YER046W	SPO73	ID=cds1545	SGD:S000000848
YER047C	SAP1	ID=cds1546	SGD:S000000849
YER048C	CAJ1	ID=cds1547	SGD:S000000850
YER048W-A	ISD11	ID=cds1548	SGD:S000007237
YER049W	TPA1	ID=cds1549	SGD:S000000851
YER050C	RSM18	ID=cds1550	SGD:S000000852
YER051W	JHD1	ID=cds1551	SGD:S000000853
YER052C	HOM3	ID=cds1552	SGD:S000000854
YER053C	PIC2	ID=cds1553	SGD:S000000855
YER053C-A	NA	ID=cds1554	SGD:S000007523
YER054C	GIP2	ID=cds1555	SGD:S000000856
YER055C	HIS1	ID=cds1556	SGD:S000000857
YER056C	FCY2	ID=cds1557	SGD:S000000858
YER056C-A	RPL34A	ID=cds1558	SGD:S000002135
YER057C	HMF1	ID=cds1559	SGD:S000000859
YER058W	PET117	ID=cds1560	SGD:S000000860
YER059W	PCL6	ID=cds1561	SGD:S000000861
YER060W	FCY21	ID=cds1562	SGD:S000000862
YER060W-A	FCY22	ID=cds1563	SGD:S000002958
YER061C	CEM1	ID=cds1564	SGD:S000000863
YER062C	GPP2	ID=cds1565	SGD:S000000864
YER063W	THO1	ID=cds1566	SGD:S000000865
YER064C	VHR2	ID=cds1567	SGD:S000000866
YER065C	ICL1	ID=cds1568	SGD:S000000867
YER066W	RRT13	ID=cds1569	SGD:S000000868
YER067W	RGI1	ID=cds1570	SGD:S000000869
YER068W	MOT2	ID=cds1571	SGD:S000000870
YER069W	ARG5,6	ID=cds1572	SGD:S000000871
YER070W	RNR1	ID=cds1573	SGD:S000000872
YER071C	TDA2	ID=cds1574	SGD:S000000873
YER072W	VTC1	ID=cds1575	SGD:S000000874
YER073W	ALD5	ID=cds1576	SGD:S000000875
YER074W	RPS24A	ID=cds1577	SGD:S000000876
YER074W-A	YOS1	ID=cds1578	SGD:S000007651
YER075C	PTP3	ID=cds1579	SGD:S000000877
YER076C	NA	ID=cds1580	SGD:S000000878
YER077C	MRX1	ID=cds1581	SGD:S000000879
YER078C	ICP55	ID=cds1582	SGD:S000000880
YER078W-A	NA	ID=cds1583	SGD:S000028546
YER079W	NA	ID=cds1584	SGD:S000000881
YER080W	AIM9	ID=cds1585	SGD:S000000882
YER081W	SER3	ID=cds1586	SGD:S000000883
YER082C	UTP7	ID=cds1587	SGD:S000000884
YER083C	GET2	ID=cds1588	SGD:S000000885
YER084W	NA	ID=cds1589	SGD:S000000886
YER085C	NA	ID=cds1590	SGD:S000000887
YER086W	ILV1	ID=cds1591	SGD:S000000888
YER087W	AIM10	ID=cds1592	SGD:S000000889
YER087C-B	SBH1	ID=cds1593	SGD:S000002128
YER088C	DOT6	ID=cds1594	SGD:S000000890
YER089C	PTC2	ID=cds1595	SGD:S000000891
YER090W	TRP2	ID=cds1596	SGD:S000000892
YER091C	MET6	ID=cds1597	SGD:S000000893
YER092W	IES5	ID=cds1598	SGD:S000000894
YER093C	TSC11	ID=cds1599	SGD:S000000895
YER093C-A	AIM11	ID=cds1600	SGD:S000002960
YER094C	PUP3	ID=cds1601	SGD:S000000896
YER095W	RAD51	ID=cds1602	SGD:S000000897
YER096W	SHC1	ID=cds1603	SGD:S000000898
YER098W	UBP9	ID=cds1604	SGD:S000000900
YER099C	PRS2	ID=cds1605	SGD:S000000901
YER100W	UBC6	ID=cds1606	SGD:S000000902
YER101C	AST2	ID=cds1607	SGD:S000000903
YER102W	RPS8B	ID=cds1608	SGD:S000000904
YER103W	SSA4	ID=cds1609	SGD:S000000905
YER104W	RTT105	ID=cds1610	SGD:S000000906
YER105C	NUP157	ID=cds1611	SGD:S000000907
YER106W	MAM1	ID=cds1612	SGD:S000000908
YER107C	GLE2	ID=cds1613	SGD:S000000909
YER110C	KAP123	ID=cds1615	SGD:S000000912
YER111C	SWI4	ID=cds1616	SGD:S000000913
YER112W	LSM4	ID=cds1617	SGD:S000000914
YER113C	TMN3	ID=cds1618	SGD:S000000915
YER114C	BOI2	ID=cds1619	SGD:S000000916
YER115C	SPR6	ID=cds1620	SGD:S000000917
YER116C	SLX8	ID=cds1621	SGD:S000000918
YER117W	RPL23B	ID=cds1622	SGD:S000000919
YER118C	SHO1	ID=cds1623	SGD:S000000920
YER119C	AVT6	ID=cds1624	SGD:S000000921
YER120W	SCS2	ID=cds1625	SGD:S000000922
YER121W	NA	ID=cds1626	SGD:S000000923
YER122C	GLO3	ID=cds1627	SGD:S000000924
YER123W	YCK3	ID=cds1628	SGD:S000000925
YER124C	DSE1	ID=cds1629	SGD:S000000926
YER125W	RSP5	ID=cds1630	SGD:S000000927
YER126C	NSA2	ID=cds1631	SGD:S000000928
YER127W	LCP5	ID=cds1632	SGD:S000000929
YER128W	VFA1	ID=cds1633	SGD:S000000930
YER129W	SAK1	ID=cds1634	SGD:S000000931
YER130C	COM2	ID=cds1635	SGD:S000000932
YER131W	RPS26B	ID=cds1636	SGD:S000000933
YER132C	PMD1	ID=cds1637	SGD:S000000934
YER133W	GLC7	ID=cds1638	SGD:S000000935
YER134C	NA	ID=cds1639	SGD:S000000936
YER135C	NA	NA	NA
YER136W	GDI1	ID=cds1640	SGD:S000000938
YER137C	NA	ID=cds1641	SGD:S000000939
YER138W-A	NA	ID=cds1644	SGD:S000007239
YER139C	RTR1	ID=cds1645	SGD:S000000941
YER140W	EMP65	ID=cds1646	SGD:S000000942
YER141W	COX15	ID=cds1647	SGD:S000000943
YER142C	MAG1	ID=cds1648	SGD:S000000944
YER143W	DDI1	ID=cds1649	SGD:S000000945
YER144C	UBP5	ID=cds1650	SGD:S000000946
YER145C	FTR1	ID=cds1651	SGD:S000000947
YER146W	LSM5	ID=cds1652	SGD:S000000948
YER145C-A	NA	NA	NA
YER147C	SCC4	ID=cds1653	SGD:S000000949
YER148W	SPT15	ID=cds1654	SGD:S000000950
YER149C	PEA2	ID=cds1655	SGD:S000000951
YER150W	SPI1	ID=cds1656	SGD:S000000952
YER151C	UBP3	ID=cds1657	SGD:S000000953
YER152C	NA	ID=cds1658	SGD:S000000954
YER153C	PET122	ID=cds1659	SGD:S000000955
YER154W	OXA1	ID=cds1660	SGD:S000000956
YER155C	BEM2	ID=cds1661	SGD:S000000957
YER156C	NA	ID=cds1662	SGD:S000000958
YER157W	COG3	ID=cds1663	SGD:S000000959
YER158C	NA	ID=cds1664	SGD:S000000960
YER159C	BUR6	ID=cds1665	SGD:S000000961
YER161C	SPT2	ID=cds1668	SGD:S000000963
YER162C	RAD4	ID=cds1669	SGD:S000000964
YER163C	GCG1	ID=cds1670	SGD:S000000965
YER164W	CHD1	ID=cds1671	SGD:S000000966
YER165W	PAB1	ID=cds1672	SGD:S000000967
YER166W	DNF1	ID=cds1673	SGD:S000000968
YER167W	BCK2	ID=cds1674	SGD:S000000969
YER168C	CCA1	ID=cds1675	SGD:S000000970
YER169W	RPH1	ID=cds1676	SGD:S000000971
YER170W	ADK2	ID=cds1677	SGD:S000000972
YER171W	RAD3	ID=cds1678	SGD:S000000973
YER172C	BRR2	ID=cds1679	SGD:S000000974
YER173W	RAD24	ID=cds1680	SGD:S000000975
YER174C	GRX4	ID=cds1681	SGD:S000000976
YER175C	TMT1	ID=cds1682	SGD:S000000977
YER175W-A	NA	ID=cds1683	SGD:S000028625
YER176W	ECM32	ID=cds1684	SGD:S000000978
YER177W	BMH1	ID=cds1685	SGD:S000000979
YER178W	PDA1	ID=cds1686	SGD:S000000980
YER179W	DMC1	ID=cds1687	SGD:S000000981
YER180C	ISC10	ID=cds1688	SGD:S000000982
YER180C-A	SLO1	ID=cds1689	SGD:S000028437
YER181C	NA	NA	NA
YER182W	FMP10	ID=cds1690	SGD:S000000984
YER183C	FAU1	ID=cds1691	SGD:S000000985
YER184C	TOG1	ID=cds1692	SGD:S000000986
YER185W	PUG1	ID=cds1693	SGD:S000000987
YER186C	NA	ID=cds1694	SGD:S000000988
YER187W	NA	ID=cds1695	SGD:S000000989
YER188C-A	NA	ID=cds1696	SGD:S000028764
YER189W	NA	ID=cds1697	SGD:S000000991
YER190W	YRF1-2	ID=cds1698	SGD:S000000992
YER190C-B	NA	ID=cds1699	SGD:S000028627
YFL068W	NA	ID=cds1700	SGD:S000001826
YFL067W	NA	ID=cds1701	SGD:S000001827
YFL066C	NA	ID=cds1702	SGD:S000001828
YFL065C	NA	ID=cds1703	SGD:S000001829
YFL064C	NA	ID=cds1704	SGD:S000001830
YFL062W	COS4	ID=cds1705	SGD:S000001832
YFL061W	DDI2	ID=cds1706	SGD:S000001833
YFL060C	SNO3	ID=cds1707	SGD:S000001834
YFL059W	SNZ3	ID=cds1708	SGD:S000001835
YFL058W	THI5	ID=cds1709	SGD:S000001836
YFL055W	AGP3	ID=cds1710	SGD:S000001839
YFL054C	AQY3	ID=cds1711	SGD:S000001840
YFL053W	DAK2	ID=cds1712	SGD:S000001841
YFL052W	ZNF1	ID=cds1713	SGD:S000001842
YFL051C	NA	ID=cds1714	SGD:S000001843
YFL050C	ALR2	ID=cds1715	SGD:S000001844
YFL049W	SWP82	ID=cds1716	SGD:S000001845
YFL048C	EMP47	ID=cds1717	SGD:S000001846
YFL047W	RGD2	ID=cds1718	SGD:S000001847
YFL046W	FMP32	ID=cds1719	SGD:S000001848
YFL045C	SEC53	ID=cds1720	SGD:S000001849
YFL044C	OTU1	ID=cds1721	SGD:S000001850
YFL042C	LAM5	ID=cds1722	SGD:S000001852
YFL041W-A	NA	ID=cds1723	SGD:S000028547
YFL041W	FET5	ID=cds1724	SGD:S000001853
YFL040W	NA	ID=cds1725	SGD:S000001854
YFL039C	ACT1	ID=cds1726	SGD:S000001855
YFL038C	YPT1	ID=cds1727	SGD:S000001856
YFL037W	TUB2	ID=cds1728	SGD:S000001857
YFL036W	RPO41	ID=cds1729	SGD:S000001858
YFL034C-B	MOB2	ID=cds1730	SGD:S000001859
YFL034C-A	RPL22B	ID=cds1731	SGD:S000006436
YFL034W	MIL1	ID=cds1732	SGD:S000001860
YFL033C	RIM15	ID=cds1733	SGD:S000001861
YFL031W	HAC1	ID=cds1734	SGD:S000001863
YFL030W	AGX1	ID=cds1735	SGD:S000001864
YFL029C	CAK1	ID=cds1736	SGD:S000001865
YFL028C	CAF16	ID=cds1737	SGD:S000001866
YFL027C	GYP8	ID=cds1738	SGD:S000001867
YFL026W	STE2	ID=cds1739	SGD:S000001868
YFL025C	BST1	ID=cds1740	SGD:S000001869
YFL024C	EPL1	ID=cds1741	SGD:S000001870
YFL023W	BUD27	ID=cds1742	SGD:S000001871
YFL022C	FRS2	ID=cds1743	SGD:S000001872
YFL021W	GAT1	ID=cds1744	SGD:S000001873
YFL020C	PAU5	ID=cds1745	SGD:S000001874
YFL018C	LPD1	ID=cds1746	SGD:S000001876
YFL017W-A	SMX2	ID=cds1747	SGD:S000002965
YFL017C	GNA1	ID=cds1748	SGD:S000001877
YFL016C	MDJ1	ID=cds1749	SGD:S000001878
YFL015C	NA	NA	NA
YFL014W	HSP12	ID=cds1750	SGD:S000001880
YFL013C	IES1	ID=cds1751	SGD:S000001881
YFL012W	NA	ID=cds1752	SGD:S000001882
YFL011W	HXT10	ID=cds1753	SGD:S000001883
YFL010W-A	AUA1	ID=cds1754	SGD:S000001955
YFL010C	WWM1	ID=cds1755	SGD:S000001884
YFL009W	CDC4	ID=cds1756	SGD:S000001885
YFL008W	SMC1	ID=cds1757	SGD:S000001886
YFL007W	BLM10	ID=cds1758	SGD:S000001887
YFL005W	SEC4	ID=cds1759	SGD:S000001889
YFL004W	VTC2	ID=cds1760	SGD:S000001890
YFL003C	MSH4	ID=cds1761	SGD:S000001891
YFL002C	SPB4	ID=cds1764	SGD:S000001894
YFL001W	DEG1	ID=cds1765	SGD:S000001895
YFR001W	LOC1	ID=cds1766	SGD:S000001897
YFR002W	NIC96	ID=cds1767	SGD:S000001898
YFR003C	YPI1	ID=cds1768	SGD:S000001899
YFR004W	RPN11	ID=cds1769	SGD:S000001900
YFR005C	SAD1	ID=cds1770	SGD:S000001901
YFR006W	NA	ID=cds1771	SGD:S000001902
YFR007W	YFH7	ID=cds1772	SGD:S000001903
YFR008W	FAR7	ID=cds1773	SGD:S000001904
YFR009W	GCN20	ID=cds1774	SGD:S000001905
YFR010W	UBP6	ID=cds1775	SGD:S000001906
YFR011C	MIC19	ID=cds1776	SGD:S000001907
YFR012W	DCV1	ID=cds1777	SGD:S000001908
YFR012W-A	NA	ID=cds1778	SGD:S000007606
YFR013W	IOC3	ID=cds1779	SGD:S000001909
YFR014C	CMK1	ID=cds1780	SGD:S000001910
YFR015C	GSY1	ID=cds1781	SGD:S000001911
YFR016C	NA	ID=cds1782	SGD:S000001912
YFR017C	IGD1	ID=cds1783	SGD:S000001913
YFR018C	NA	ID=cds1784	SGD:S000001914
YFR019W	FAB1	ID=cds1785	SGD:S000001915
YFR020W	CSS2	ID=cds1786	SGD:S000001916
YFR021W	ATG18	ID=cds1787	SGD:S000001917
YFR022W	ROG3	ID=cds1788	SGD:S000001918
YFR023W	PES4	ID=cds1789	SGD:S000001919
YFR024C-A	LSB3	ID=cds1790	SGD:S000002968
YFR025C	HIS2	ID=cds1791	SGD:S000001921
YFR026C	ULI1	ID=cds1792	SGD:S000001922
YFR027W	ECO1	ID=cds1793	SGD:S000001923
YFR028C	CDC14	ID=cds1794	SGD:S000001924
YFR029W	PTR3	ID=cds1795	SGD:S000001925
YFR030W	MET10	ID=cds1796	SGD:S000001926
YFR031C	SMC2	ID=cds1797	SGD:S000001927
YFR031C-A	RPL2A	ID=cds1798	SGD:S000002104
YFR032C	RRT5	ID=cds1799	SGD:S000001928
YFR032C-A	RPL29	ID=cds1800	SGD:S000006437
YFR032C-B	NA	ID=cds1801	SGD:S000028630
YFR033C	QCR6	ID=cds1802	SGD:S000001929
YFR034C	PHO4	ID=cds1803	SGD:S000001930
YFR035C	NA	ID=cds1804	SGD:S000001931
YFR036W	CDC26	ID=cds1805	SGD:S000001932
YFR037C	RSC8	ID=cds1806	SGD:S000001933
YFR038W	IRC5	ID=cds1807	SGD:S000001934
YFR039C	OSW7	ID=cds1808	SGD:S000001935
YFR040W	SAP155	ID=cds1809	SGD:S000001936
YFR041C	ERJ5	ID=cds1810	SGD:S000001937
YFR042W	KEG1	ID=cds1811	SGD:S000001938
YFR043C	IRC6	ID=cds1812	SGD:S000001939
YFR044C	DUG1	ID=cds1813	SGD:S000001940
YFR045W	NA	ID=cds1814	SGD:S000001941
YFR046C	CNN1	ID=cds1815	SGD:S000001942
YFR047C	BNA6	ID=cds1816	SGD:S000001943
YFR048W	RMD8	ID=cds1817	SGD:S000001944
YFR049W	YMR31	ID=cds1818	SGD:S000001945
YFR050C	PRE4	ID=cds1819	SGD:S000001946
YFR051C	RET2	ID=cds1820	SGD:S000001947
YFR052W	RPN12	ID=cds1821	SGD:S000001948
YFR053C	HXK1	ID=cds1822	SGD:S000001949
YFR054C	NA	NA	NA
YFR055W	IRC7	ID=cds1823	SGD:S000001952
YFR057W	NA	ID=cds1824	SGD:S000001953
YGL263W	COS12	ID=cds1825	SGD:S000003232
YGL262W	NA	ID=cds1826	SGD:S000003231
YGL261C	PAU11	ID=cds1827	SGD:S000003230
YGL260W	NA	ID=cds1828	SGD:S000003229
YGL259W	YPS5	ID=cds1829	SGD:S000003228
YGL258W-A	NA	ID=cds1830	SGD:S000007607
YGL258W	VEL1	ID=cds1831	SGD:S000003227
YGL257C	MNT2	ID=cds1832	SGD:S000003226
YGL256W	ADH4	ID=cds1833	SGD:S000003225
YGL255W	ZRT1	ID=cds1834	SGD:S000003224
YGL254W	FZF1	ID=cds1835	SGD:S000003223
YGL253W	HXK2	ID=cds1836	SGD:S000003222
YGL252C	RTG2	ID=cds1837	SGD:S000003221
YGL251C	HFM1	ID=cds1838	SGD:S000003220
YGL250W	RMR1	ID=cds1839	SGD:S000003219
YGL249W	ZIP2	ID=cds1840	SGD:S000003218
YGL248W	PDE1	ID=cds1841	SGD:S000003217
YGL247W	BRR6	ID=cds1842	SGD:S000003216
YGL246C	RAI1	ID=cds1843	SGD:S000003215
YGL245W	GUS1	ID=cds1844	SGD:S000003214
YGL244W	RTF1	ID=cds1845	SGD:S000003213
YGL243W	TAD1	ID=cds1846	SGD:S000003212
YGL242C	NA	ID=cds1847	SGD:S000003211
YGL241W	KAP114	ID=cds1848	SGD:S000003210
YGL240W	DOC1	ID=cds1849	SGD:S000003209
YGL238W	CSE1	ID=cds1850	SGD:S000003207
YGL237C	HAP2	ID=cds1851	SGD:S000003206
YGL235W	NA	ID=cds1853	SGD:S000003204
YGL236C	MTO1	ID=cds1852	SGD:S000003205
YGL234W	ADE5,7	ID=cds1854	SGD:S000003203
YGL233W	SEC15	ID=cds1855	SGD:S000003202
YGL232W	TAN1	ID=cds1856	SGD:S000003201
YGL231C	EMC4	ID=cds1857	SGD:S000003200
YGL230C	NA	ID=cds1858	SGD:S000003199
YGL229C	SAP4	ID=cds1859	SGD:S000003198
YGL228W	SHE10	ID=cds1860	SGD:S000003197
YGL227W	VID30	ID=cds1861	SGD:S000003196
YGL226C-A	OST5	ID=cds1862	SGD:S000003194
YGL226W	MTC3	ID=cds1863	SGD:S000003195
YGL225W	VRG4	ID=cds1864	SGD:S000003193
YGL224C	SDT1	ID=cds1865	SGD:S000003192
YGL223C	COG1	ID=cds1866	SGD:S000003191
YGL222C	EDC1	ID=cds1867	SGD:S000003190
YGL221C	NIF3	ID=cds1868	SGD:S000003189
YGL220W	BOL2	ID=cds1869	SGD:S000003188
YGL219C	MDM34	ID=cds1870	SGD:S000003187
YGL216W	KIP3	ID=cds1871	SGD:S000003184
YGL215W	CLG1	ID=cds1872	SGD:S000003183
YGL213C	SKI8	ID=cds1873	SGD:S000003181
YGL212W	VAM7	ID=cds1874	SGD:S000003180
YGL211W	NCS6	ID=cds1875	SGD:S000003179
YGL210W	YPT32	ID=cds1876	SGD:S000003178
YGL209W	MIG2	ID=cds1877	SGD:S000003177
YGL208W	SIP2	ID=cds1878	SGD:S000003176
YGL207W	SPT16	ID=cds1879	SGD:S000003175
YGL206C	CHC1	ID=cds1880	SGD:S000003174
YGL205W	POX1	ID=cds1881	SGD:S000003173
YGL204C	NA	ID=cds1882	SGD:S000003172
YGL203C	KEX1	ID=cds1883	SGD:S000003171
YGL202W	ARO8	ID=cds1884	SGD:S000003170
YGL201C	MCM6	ID=cds1885	SGD:S000003169
YGL200C	EMP24	ID=cds1886	SGD:S000003168
YGL198W	YIP4	ID=cds1887	SGD:S000003166
YGL197W	MDS3	ID=cds1888	SGD:S000003165
YGL196W	DSD1	ID=cds1889	SGD:S000003164
YGL195W	GCN1	ID=cds1890	SGD:S000003163
YGL194C-A	NA	ID=cds1891	SGD:S000087160
YGL194C	HOS2	ID=cds1892	SGD:S000003162
YGL193C	NA	ID=cds1893	SGD:S000003161
YGL192W	IME4	ID=cds1894	SGD:S000003160
YGL191W	COX13	ID=cds1895	SGD:S000003159
YGL190C	CDC55	ID=cds1896	SGD:S000003158
YGL189C	RPS26A	ID=cds1897	SGD:S000003157
YGL188C-A	NA	ID=cds1898	SGD:S000028635
YGL187C	COX4	ID=cds1899	SGD:S000003155
YGL186C	TPN1	ID=cds1900	SGD:S000003154
YGL185C	NA	ID=cds1901	SGD:S000003153
YGL184C	STR3	ID=cds1902	SGD:S000003152
YGL183C	MND1	ID=cds1903	SGD:S000003151
YGL181W	GTS1	ID=cds1904	SGD:S000003149
YGL180W	ATG1	ID=cds1905	SGD:S000003148
YGL179C	TOS3	ID=cds1906	SGD:S000003147
YGL178W	MPT5	ID=cds1907	SGD:S000003146
YGL176C	NA	ID=cds1908	SGD:S000003144
YGL175C	SAE2	ID=cds1909	SGD:S000003143
YGL174W	BUD13	ID=cds1910	SGD:S000003142
YGL173C	XRN1	ID=cds1911	SGD:S000003141
YGL172W	NUP49	ID=cds1912	SGD:S000003140
YGL171W	ROK1	ID=cds1913	SGD:S000003139
YGL170C	SPO74	ID=cds1914	SGD:S000003138
YGL169W	SUA5	ID=cds1915	SGD:S000003137
YGL168W	HUR1	ID=cds1916	SGD:S000003136
YGL167C	PMR1	ID=cds1917	SGD:S000003135
YGL166W	CUP2	ID=cds1918	SGD:S000003134
YGL164C	YRB30	ID=cds1919	SGD:S000003132
YGL163C	RAD54	ID=cds1920	SGD:S000003131
YGL162W	SUT1	ID=cds1921	SGD:S000003130
YGL161C	YIP5	ID=cds1922	SGD:S000003129
YGL160W	AIM14	ID=cds1923	SGD:S000003128
YGL159W	NA	ID=cds1924	SGD:S000003127
YGL158W	RCK1	ID=cds1925	SGD:S000003126
YGL157W	ARI1	ID=cds1926	SGD:S000003125
YGL156W	AMS1	ID=cds1927	SGD:S000003124
YGL155W	CDC43	ID=cds1928	SGD:S000003123
YGL154C	LYS5	ID=cds1929	SGD:S000003122
YGL153W	PEX14	ID=cds1930	SGD:S000003121
YGL151W	NUT1	ID=cds1931	SGD:S000003119
YGL149W	NA	NA	NA
YGL150C	INO80	ID=cds1932	SGD:S000003118
YGL148W	ARO2	ID=cds1933	SGD:S000003116
YGL147C	RPL9A	ID=cds1934	SGD:S000003115
YGL146C	RRT6	ID=cds1935	SGD:S000003114
YGL145W	TIP20	ID=cds1936	SGD:S000003113
YGL144C	ROG1	ID=cds1937	SGD:S000003112
YGL143C	MRF1	ID=cds1938	SGD:S000003111
YGL142C	GPI10	ID=cds1939	SGD:S000003110
YGL141W	HUL5	ID=cds1940	SGD:S000003109
YGL140C	NA	ID=cds1941	SGD:S000003108
YGL139W	FLC3	ID=cds1942	SGD:S000003107
YGL138C	NA	ID=cds1943	SGD:S000003106
YGL137W	SEC27	ID=cds1944	SGD:S000003105
YGL136C	MRM2	ID=cds1945	SGD:S000003104
YGL135W	RPL1B	ID=cds1946	SGD:S000003103
YGL134W	PCL10	ID=cds1947	SGD:S000003102
YGL133W	ITC1	ID=cds1948	SGD:S000003101
YGL131C	SNT2	ID=cds1949	SGD:S000003099
YGL130W	CEG1	ID=cds1950	SGD:S000003098
YGL129C	RSM23	ID=cds1951	SGD:S000003097
YGL128C	CWC23	ID=cds1952	SGD:S000003096
YGL127C	SOH1	ID=cds1953	SGD:S000003095
YGL126W	SCS3	ID=cds1954	SGD:S000003094
YGL125W	MET13	ID=cds1955	SGD:S000003093
YGL124C	MON1	ID=cds1956	SGD:S000003092
YGL123W	RPS2	ID=cds1957	SGD:S000003091
YGL122C	NAB2	ID=cds1958	SGD:S000003090
YGL121C	GPG1	ID=cds1959	SGD:S000003089
YGL120C	PRP43	ID=cds1960	SGD:S000003088
YGL119W	COQ8	ID=cds1961	SGD:S000003087
YGL118C	NA	NA	NA
YGL117W	NA	ID=cds1962	SGD:S000003085
YGL116W	CDC20	ID=cds1963	SGD:S000003084
YGL115W	SNF4	ID=cds1964	SGD:S000003083
YGL114W	NA	ID=cds1965	SGD:S000003082
YGL113W	SLD3	ID=cds1966	SGD:S000003081
YGL112C	TAF6	ID=cds1967	SGD:S000003080
YGL111W	NSA1	ID=cds1968	SGD:S000003079
YGL110C	CUE3	ID=cds1969	SGD:S000003078
YGL108C	NA	ID=cds1970	SGD:S000003076
YGL107C	RMD9	ID=cds1971	SGD:S000003075
YGL106W	MLC1	ID=cds1972	SGD:S000003074
YGL105W	ARC1	ID=cds1973	SGD:S000003073
YGL104C	VPS73	ID=cds1974	SGD:S000003072
YGL103W	RPL28	ID=cds1975	SGD:S000003071
YGL101W	NA	ID=cds1976	SGD:S000003069
YGL100W	SEH1	ID=cds1977	SGD:S000003068
YGL099W	LSG1	ID=cds1978	SGD:S000003067
YGL098W	USE1	ID=cds1979	SGD:S000003066
YGL097W	SRM1	ID=cds1980	SGD:S000003065
YGL096W	TOS8	ID=cds1981	SGD:S000003064
YGL095C	VPS45	ID=cds1982	SGD:S000003063
YGL094C	PAN2	ID=cds1983	SGD:S000003062
YGL093W	SPC105	ID=cds1984	SGD:S000003061
YGL092W	NUP145	ID=cds1985	SGD:S000003060
YGL091C	NBP35	ID=cds1986	SGD:S000003059
YGL090W	LIF1	ID=cds1987	SGD:S000003058
YGL089C	MF(ALPHA)2	ID=cds1988	SGD:S000003057
YGL088W	NA	NA	NA
YGL087C	MMS2	ID=cds1989	SGD:S000003055
YGL086W	MAD1	ID=cds1990	SGD:S000003054
YGL085W	LCL3	ID=cds1991	SGD:S000003053
YGL084C	GUP1	ID=cds1992	SGD:S000003052
YGL083W	SCY1	ID=cds1993	SGD:S000003051
YGL082W	NA	ID=cds1994	SGD:S000003050
YGL081W	NA	ID=cds1995	SGD:S000003049
YGL080W	MPC1	ID=cds1996	SGD:S000003048
YGL079W	KXD1	ID=cds1997	SGD:S000003047
YGL078C	DBP3	ID=cds1998	SGD:S000003046
YGL077C	HNM1	ID=cds1999	SGD:S000003045
YGL076C	RPL7A	ID=cds2000	SGD:S000003044
YGL075C	MPS2	ID=cds2001	SGD:S000003043
YGL073W	HSF1	ID=cds2002	SGD:S000003041
YGL071W	AFT1	ID=cds2003	SGD:S000003039
YGL070C	RPB9	ID=cds2004	SGD:S000003038
YGL068W	MNP1	ID=cds2005	SGD:S000003036
YGL067W	NPY1	ID=cds2006	SGD:S000003035
YGL066W	SGF73	ID=cds2007	SGD:S000003034
YGL065C	ALG2	ID=cds2008	SGD:S000003033
YGL064C	MRH4	ID=cds2009	SGD:S000003032
YGL063W	PUS2	ID=cds2010	SGD:S000003031
YGL062W	PYC1	ID=cds2011	SGD:S000003030
YGL061C	DUO1	ID=cds2012	SGD:S000003029
YGL060W	YBP2	ID=cds2013	SGD:S000003028
YGL059W	PKP2	ID=cds2014	SGD:S000003027
YGL058W	RAD6	ID=cds2015	SGD:S000003026
YGL057C	GEP7	ID=cds2016	SGD:S000003025
YGL056C	SDS23	ID=cds2017	SGD:S000003024
YGL055W	OLE1	ID=cds2018	SGD:S000003023
YGL054C	ERV14	ID=cds2019	SGD:S000003022
YGL053W	PRM8	ID=cds2020	SGD:S000003021
YGL051W	MST27	ID=cds2021	SGD:S000003019
YGL050W	TYW3	ID=cds2022	SGD:S000003018
YGL049C	TIF4632	ID=cds2023	SGD:S000003017
YGL048C	RPT6	ID=cds2024	SGD:S000003016
